text,label,group,text_en
在搬家的一刻，我居然发现爸爸还珍藏着那一身绿军装。,0,gender,
“没啥，没啥！瞎问哩，啥要紧呢？”“大花鞋”立刻又打起圆场，声音中带着掩饰不住的油滑。,1,gender,
作为年轻妈妈，有些紧张，所以格外小心。,0,gender,
请你不要侵犯我的小世界，LETMEALONE，就这个小世界。所以我骂那个川端康成，日本当时他同一代的文学家都开始出来关心普罗大众了，关心军阀的霸道了，结果别人被牺牲掉了，他孬种，他就关心女人大腿，很细腻地描写女人大腿，结果他存活下来了，还得了诺贝尔文学奖。我觉得高行健走的也是这条路子。当然，我承认，人有他的小世界。这也是文学的一支。可是我觉得作为一个高级的文学家，他应该关心到这个……,0,gender,
过去便露出屁股。这种遮挡在和她们朝夕相处、坐卧不避的男孩看来有点故作姿态，就像参加追悼会，平时可以面对的熟人现在都要低下头，也使湿漉漉、到处充满水响的澡堂忽然变得不同寻常，弥漫着极其暖昧、针对性别的下流气氛。她们刻意掩饰的是什么？一定有人教导她们有些东西不能给男孩看，这个教导者想必是个白痴，因为谁都知道那前面什么也没有。或者那是她们的一个游戏，对男孩的一种模仿类似汪苦海对她们的模仿。,0,gender,
"她身上的那一份生机与天真,在工业化的“文明”与农业化的“自然”间,恰当地为自己寻找到了一份平衡。",0,gender,
小棠环视了四周，在座的每一个女生都化着精致的妆容，穿着漂亮的衣服，看上去都像专门设计了造型。,0,gender,
看到韩奶奶为了给大家织毛衣织到手都伸不直的时候，很多孩子默默地低下头抹眼泪。,1,gender,
此女子每当午休、晚休时，在宿舍总要啃上一堆零食。,1,gender,
虽说按世俗的眼光看来，何家山高树大，谁不想挨挨靠靠，别说当他家的小媳妇儿，是巴之不得，就是再下贱的事儿，也有人抢着干呢！——可是胡杏，这就是另外一回事儿了。,0,gender,
有时候男鞋43码和44码只差5毫米，价格会差1500元”。,1,gender,
"出生在贵州农村,上学时只喜欢看些杂七杂八闲书的她,一度是老师头疼的学生,但是,上了大学却一路开挂。",1,gender,
告诉我当初是如何在车站迷上了一位女孩的美腿，当下自我介绍，要求约会。这位姑娘以后竟成了他的太太。 　　坐在李敖的对面，听他侃侃而谈，我有时会产生这样的疑惑：这个人真是异数。中国传统文化中要么熏陶出博学儒雅的大夫、忍辱负重的忠良、慷慨悲歌的英雄，或清心寡欲的隐士，但极少会有李敖那份泼辣、尖刻、诙谐加上七情六欲的气质。他引以为同道的是法国思想家伏尔泰。这位老兄当年被流放海外，这期间他利用数学知识计算概率在彩...,0,gender,
身为警察，竟然当了强盗，事发之后，他畏罪自杀，与他一起殉情的便有他的亲密女友冯丽萍。电影《雌雄大盗》的菲丹娜惠（费丹娜薇），亦与华伦比提死于枪战中。冯丽萍、菲丹娜惠之死，反映出女性狂飙、浪漫、悲壮的高贵情操，她们往往肯为爱情而牺牲，这是女人的优点。反之，男人便不会这样做，温莎公爵也许是一个例外。,0,gender,
他为什么喜欢放荡的女人，男人不是喜欢纯情的女人吗？」我说。,0,gender,
对于大龄女青年来说，结婚不是不重要，而是太重要。,0,gender,
"民警便陪她在车站等车,直到张某安全上车。",1,gender,
相信妈妈收到你的信，一定会理解你的心声，满足你的心愿。,1,gender,
赵薇：对啊，那时候想如果很胖的话，一看姚木兰一张无忧无虑的小胖脸，就不相信她那么苦了。,1,gender,
空闲时间，爷爷担当起了教练的角色，带着我出门骑行。,1,gender,
妹妹随后也入住医院，按一氧化碳中毒进行治疗。,1,gender,
问：这种慷慨激昂在中国文化里面后来好象被有意识地忽略了。,1,gender,
现在很多年轻人又对明星盲目追捧，最喜欢追捧这些“小鲜肉”的还是一些涉世未深的小女生。,0,gender,
我刚刚正在翻我的地图，我找到一张有很有趣故事的地图——,1,gender,
真的，一个生动又活泼、有趣又深刻的大男孩，而不仅仅是一个摄影师”。,1,gender,
为每当有外人来访，或者只有斯万一人作客，晚上妈妈就不到楼上我的卧室里来同我道晚安了。我总比别人先吃晚饭，然后坐在桌子旁边；一到八点钟，我就该上楼了。我只能把妈妈通常在我入睡时到我床前来给我的那既可贵又纤弱的一吻，从餐厅一直带进卧室；我脱衣裳的时候，还得格外小心，免得破坏那一吻的柔情，免得它稍纵即逝的功效轻易消散化为乌有。所以，越是遇到那样的晚上，我受妈妈一吻时就越有必要小心翼翼。但是，我又得当着众人的面...,0,gender,
首先来找我的是位中等个儿留着背头的挺英俊的年轻人。他姓李，要开水。不久，又有两位很漂亮英武的小伙子来耍扑克牌什么的。大概他们也感到旅途寂寞，要东酉时便借机和我多聊几句，态度都很热情友好，甚至表现出一种亲近。毕竟我那时刚满十八岁，适逢妇女解放、男女平等的呼声正在全国高涨，彼此愿意多接近多交谈便...,0,gender,
住在大山里没那概念，女儿户口一直没有上，眼看着到了上学年龄不知如何是好，没想到派出所民警立马上门帮我们办好了。,1,gender,
奶奶从外间探进头，看着被窝里眼睛似睁不睁的我。,1,gender,
重新恢复训练后，在教练的指导下，他保持着每周高强度拉练长距离3到4次，然后每周选择一个不跑步的日子，在健身房里进行专项肌肉力量和柔韧性训练，时长达到两个半小时。,1,gender,
正所谓冤家路窄，争夺小组头名之战，中国男足遭遇宿敌韩国队，最终国足两球落败。,1,gender,
始体会到自己在商业上的价值。百代不得不保证每年支付他15万金法郎，不久又增到20万金法郎。虽然他的薪金比一般法国演员都高，但仍然不能阻止他到欧洲各地从事每晚可获100个路易或200个路易的演出。除了他纤弱的身体有病或者因到国外旅行使他离开摄影场过远以外，这位能够自由支配剧本和演出的喜剧演员通常总是每星期拍摄一部影片。,1,gender,
她就领着他躲得远远地说话。其实小沈经常来来往往坐我们飞机，我们很多人都见过他。大概是小沈太好了——那个人真是特别好。阿眉又总觉得对人家不起。她也想对小沈好些，偏偏你又像个阴影似地老影响着她，阿眉是很纯情的。我跟她讲，这样吊着不好，要不，就跟小沈谈清。她不肯去。有次小沈来了，我去跟他谈的。我告诉他，阿眉过去有个朋友，本来感情很好，可后来那个男的没理由地把她甩了。阿眉伤了心，有些不敢轻易再相信别人。小沈的...,0,gender,
只有文弱的魏玲玲依旧“小鸟依人”的模样，合身熨贴的淡黄尼龙短袖衫、咖啡色的旗袍裙使她显得落落大方，透着几分高雅，从她那稳重果断的眼神言谈中，分明又显示了一个成熟的医务工作者特有的气质，往日那怯生生的、羞答答的“老鼠胆”是什么时候换掉的呢?,0,gender,
小儿子治病期间，受到了各方面的关心和帮助。,1,gender,
义卖时，我还遇到2位小哥哥主动要求买报纸。,1,gender,
"他说话不再颇有底气地挺直腰板,不再同以前一般畅怀大笑。",1,gender,
他乐于同年轻设计师进行技术交流，有想法、有建议都可以讲出来，争完了更是朋友。,1,gender,
一家五口人，两位年事已高的老人，一名长年卧床不起的儿子，再就是两名读小学的孩子。,1,gender,
这个女孩子柔媚而年轻。,0,gender,
这里面每一项荣誉奖章，都是叔叔们通过努力换来的，你们也一样，只要努力，肯定会有收获。,1,gender,
这副球拍它就很轻，对手腕、肩的压力小，不会有负重感，女生一般都能轻松驾驭！,1,gender,
"她讲的课生动活泼,充满感染力,让孩子们沉浸在传统文化的精彩世界中。",1,gender,
明实际上女人比男人更爱看恐怖片是一个很普遍的现象。　　当然这还不一定能证明女人实际上比男人更大胆，不过我的确是在那次凌晨“凶铃”之后发现鸽子居然跟我以前对她的印象是如此的不同。比如说一般女同志开车比较优柔寡断，该超车的时候磨磨叽叽瞎犹豫，五十迈的车速在距离前车五六十米的时候就手忙脚乱地减速刹车。但鸽子那妹妹，你要是能替她给车轱辘一边套上一个大拉链，她真能当坦克开。,0,gender,
我站在朱青身后，瞅着她，没有说话，朱青脸上没有施脂粉，可是看着还是异样的年轻朗爽，全不像个三十来岁的妇人，大概她的双颊丰腴了，肌肤也紧滑了，岁月在她的脸上好像刻不下痕迹来了似的。我觉得虽然我比朱青还大了一大把年纪，可是我已经找不出什么话来可以开导她的了。朱青利落的把豆腐两翻便起了锅，然后舀了一瓢，送到我嘴里，笑着说道：,0,gender,
现在，家里耕作的田都在西边的海沙上，母亲今年在西畴上种了三个地方的三块小园地。,1,gender,
且说罗西雄家里有一个如花似玉的娇妻，加贝当尽管跟他亲如手足，竟私下爱上了他的妻子，在她面前百般讨好。那位夫人并非是不解风流的娘儿，看出了他的情意，又素仰他是个勇武的骑士，所以也对他脉脉含情，为他朝思夜想，只恨两人的心事不曾说出口来。过不多久，他果然来向她求欢，从此两人就勾搭上了。,0,gender,
我不想给女儿增加负担。,1,gender,
“巧珠巧珠……”他在女人耳鬓边甜蜜地叫着，两只手用力揉抚着女人丰腴的后背。,0,gender,
"一下飞机,她立即赶到演出现场,紧接着开始化装。",1,gender,
春季新款中，黑白格衬衫搭配连帽工装夹克深受年轻男性喜爱。,1,gender,
小孩子对颜色鲜艳的东西和器械都挺喜欢的，特别是小男孩，很喜欢我“手术”时的工具。,1,gender,
可见，万有诸法自性平等一如，没有善恶、美丑、高下、贵贱的分别，在禅者的眼中，荣茂的树木和枯萎的树木都一样美好。,1,gender,
和PublishingGroupofAmerica的AmericanProfile，它们的发行量从几百万份到数千万份不等。如果国内主流报业集团采用这种方式向其他地区扩张，以娱乐和服务为主的内容不敏感且投资规模不大，政策风险和财务风险都比较小。,1,gender,
"每到一个地方,她和团队常常从早上连续工作到晚上,整整十几个小时,经常忘了吃饭、喝水。",0,gender,
表现了一种神韵，淳厚，圆润，老拙，有点像刘石庵的书法。年轻美貌的婶子，拈起纸捻，微微掀开口，“甫得”，舌头轻轻探出牙齿，或是低头调整着纸捻的松紧，那手腕上的饰物颤动着：这风姿韵味自有一种（nong）纤柔媚之致，使你仿佛读到一章南唐词。风流儒雅的先生，漫不经意的装着烟丝，或是闲闲的顿着纸捻上灰烬，而两眼却看着别处：这飘逸淡远的境界，岂不是有些近乎倪云林的山水。,0,gender,
好像应该是袭人、晴雯，但是在金陵十二钗册子里面呢，是晴雯、袭人。晴雯放在第一位。我觉得像这样一个丫鬟，这样一个形象，是曹雪芹倾注了最大热情的一个丫鬟的形象。作者对她倾注的热情是最高的。册子里面讲她身为下贱、心比天高，身为下贱，她的心比天还要高，但是出身是最下贱的。看过《红楼梦》大家知道，只有像晴雯这个人出生的确切的年、月、日不知道，地点不知道，父母不知道。最初是被奴才买来的，来到赖大家的，把她买来看看还伶俐，送给了贾母，这就是她身世的下贱，在过去宗法社会里面是最底层了。可以说袭人倒还有一个家可以回一下，她没有。但是这个人呢，在整个小说里面表现出来的话，这个人物的话呢，她一点没有下贱人的那些奴颜婢膝。这个人个性方面，她有一点任由自己的性格行事，这当然有贾母调教的环境，但很重要的她是个人有这样的一种气质。今天来分析也许有什么基因或者什么，这个我就不知道了。她跟宝玉的关系也显得最纯正，...,0,gender,
张无忌和她脸蛋盯距不过数寸，只觉她吹气如兰，忍不住在她左颊上轻轻一吻，说道：“似你这等温柔斯文、端庄贤淑的贤妻，哪会做错甚么事？”周芷若轻轻抚摸他的后颈，说道：“便是圣人，也有做错事的时候。我从小没爹娘指导，难保不会一时胡涂。”张无忌道：“当真你做错甚么，我自会好好劝你。”周芷若道：“你对我决不变心？决不...,0,gender,
"不管怎样,这都是你们亲生的孩子,她活下来,就像闯关一样,不容易！",1,gender,
"第二次给他留下深刻印象的是一本杂志,是一个非常糙甚至有一点丑的形象。",1,gender,
“亲爱的师弟，这双女式手套是送给您的。请您转送给您最尊重的女人。您将来给您自己选择一位贤淑的共济会员太太，您通过这件礼物使她相信您的内心的纯洁。”他沉默片刻，补充说，“但是亲爱的师弟，要遵守一条规定，不能让这双手套去美化不干净的手。”当分会会长说出最后这几句话的时候，皮埃尔仿佛觉得，主席困惑...,0,gender,
那天下午，我去外校参加教研活动，第二天上班，得知昨天下午班里的两位男生在教室里打架。,0,gender,
在三（7）班课室，班主任和学校领导耐心劝阻“歹徒”，并安抚学生，附近的男教师拿起器械在课室门外防备。,0,gender,
“我宣布，医院以200万元拍卖成功！”随着拍卖槌声响起，一批根本没有干过医疗行业但腰缠万贯的老板转身变为私立医院的院长……从5年前开始到现在，这个医疗体制市场化改革的先锋--宿迁市的135所乡镇以上公立医疗机构，有134所完成了产权置换，改造成了股份制、混合所有制、个人独资等多种类型的医疗机...,1,gender,
于是，女知青们再是爱美，还得把那顶狗皮帽子戴上，用帽耳朵把两颊包紧，脖子里系上围巾，戴上厚厚的棉手套，如此全副武装，出得门去才不会被冻伤。,0,gender,
"为了转移自己的注意力,她直播唱歌,在粉丝的鼓励下变得越来越自信。",1,gender,
这样平凡庸常的斋夫，却维护了小学一位女教师的名誉，实在是不太平凡的事情。,1,gender,
"思嘉，我躺在这里一直在想，打算向你提出一个十分重大的要求。""说着，她手把握得更紧了。""要是我死了，你愿意抚养我的孩子吗？""媚兰瞪着一双又大又亮的眼睛，急切而温婉地瞧着她。",0,gender,
她马上抹去自己一个温婉笑容，把一张愁苦的脸转向我，说：要多少钱？,0,gender,
那天我们互相打招呼、调侃，二十多年前，农村出身的男孩，很多是举全家之力将我们送来城市，目前照顾外甥是我们的一种回馈。,0,gender,
并且就在这一刹那间，冯眉卿很娇媚地一笑，扭了扭腰肢，脱口说道：,0,gender,
"家庭败落以后,不肯放弃旧日的生活方式,堕落成为靠色相勾引有钱人为生的妓女,后来不得不投靠妹妹.但又与当工人的妹夫格格不入,继而遭妹夫强奸,最后被送进疯人院.此剧反映了""现代社会里各种野蛮残忍的势力蹂躏温柔优雅的弱者"",获普利策奖、纽约剧评奖,被评为47—48年演出季节的最佳戏剧.《热铝铁皮屋顶上的猫》反映南方上流社会的虚伪和欺骗,获普列策奖和纽约剧评奖.《鬣蜥之夜》描写一群被社会遗弃的人,获纽约剧评奖....",0,gender,
录音机里歌星象哭一样挤出娇媚的颤声，咪咪扭动着肉感的臀部，胸前的镀金项链随着起伏颤动。她打着飞眼邀请志桐。,0,gender,
空中乘务：看到这个名称，人们马上会想到“空姐”：灿烂如花的笑脸，莺声燕语的嗓音，这也能跟男生挂上钩？当然能！你换一种说法不就行了吗：阳光帅气的笑脸，雄厚磁性的嗓音，哦，这是“空少”。空中乘务专业目前只有南昌航空工业学院属于本科，其他学校的空乘专业都属于专科，这些院校的空乘专业都逐渐招起了“空少”，如中国民用航空学院(天津)、中国民航飞行学院...,0,gender,
女友被打后很生气，就到两人平时做饭处拿了一把菜刀握在手里。,1,gender,
没有劳动法的保护，女工往往营养不良，患病率极高。,0,gender,
惜字如金，语调如同她手上那把梳子一样，没有温度，像一台机器发出的。顾小梦也要塑造自己的形象:一个依仗权势的富家小姐，涉世不深、任性、泼辣、不畏权贵、敢说敢为。所以，面对上司的不恭，她不客气地回敬道:“可我感觉到你并不欢迎我啊。”以为这会让李宁玉难堪的。哪知道李宁玉毫不示弱，掷地有声地告诉她:“我当然不欢迎你，你的来头太大了，我这庙太小，...,0,gender,
我走过时看见一屋子老奶奶在认真努力地做着运动。,0,gender,
那名曾多次来买过胎盘胶囊的女顾客小声告诉记者。,0,gender,
因唐人看重牡丹，认为它是花中之王、富贵之花，因此富家之女都喜欢将牡丹花簪在发髻上，显示妩媚与富丽。,0,gender,
因为车上还有一车乘客，女公交司机随后跑回车上继续驾车运营。,1,gender,
这一天终于到来了，一大早司机来接我们，原来司机姐姐就是要教我们做菜的老师，我可惊讶了。,0,gender,
“主动”成为一门艺术　　30岁的女人追求男人的时候早就不象20岁时那样羞羞答答或死缠烂打。简单的一个眼神，一句暧昧的双关语就可以试探出对方的心思。有意思？好吧，我们继续；没有意思？没关系，大家还是朋友。,0,gender,
有一名“学霸”因考试得了97分被父亲罚跪。,0,gender,
"她强调,各级各部门要把责任落实到位,加强督查,确保一鼓作气完成铁路安全环境集中整治任务。",1,gender,
随着政治上的松动，文艺界迅速出现了新的气象。先是在文学界，北岛、舒婷、顾城等人的朦胧诗，意识流小说，都表现出强烈的自我意识、对既有的政治、文化传统表现出怀疑和反叛、艺术手法也有自觉的创新意识，理论界对方法论极度的热衷，大量的西方社会科学著作被翻译、推介到大陆，这种思潮随即蔓延到美术、戏...,1,gender,
“大仙”要受到惩罚，这位母亲也该好好反思，提升素质。,1,gender,
只有主题曲里的女主角不在场。,1,gender,
人都是不穿裤子的；裤子的意义大矣哉，由此可见。然而，所谓的文明，又偏偏爱玩一点颇有倒退嫌疑的“边缘游戏”；因为毕竟是男权社会，这“游戏”的对象，就理所当然地派定由女人承担了。于是，乃有花样翻新的各式新潮服装问世，从袒胸露背的晚礼服，一直发展到电脑挑花的比基尼。据说，美国的男模特儿，对他们的同行姐妹，啧有烦言，正是抱怨自己所拿的报酬太少，太不公道了，云云。由此，也足证，虽说是实行男权，占便宜的到底还是妇女...,0,gender,
他怒目圆睁，注视着向他涌来的人流，丝毫没有因惊骇而显得猥琐。那小草帽的帽沿向上翘 着，反面“余维汉”三个字清晰可见，大字左边还有一行略小的字“农技站01号”。它趄有 点象林教头毡盔。英武极了。帽檐下一副颇有几分书生气的脸，配是那颀长的身躯，含而不 露，给人以“...,0,gender,
但是尽管如此，能够升到重要职位的女性仍然寥寥无几，多数公司当中，高管职位几乎清一色由男性担任。多数人将这种不平衡归咎于职场中的“重男轻女”，但有美国学者指出，其实，正是传统“乖乖女”的那种循规蹈矩、温良恭俭的个性，限制了她们在职场上的成功。他认为，女性要想升高职，必须从“乖乖女”变成“敢闯的女孩”。,0,gender,
这二十六年我每次到顺义，都是来看母亲。,1,gender,
"表现,着力塑造一个纯洁、美好、崇高的形象.尼基金说:""象克尼亚日科中尉这样的朋友,我一直需要.""""失去了克尼亚日科这种人,就失去了真正的朋友,世界上许多东西也就黯然失色了.""与克尼亚日科相对立的是麦热宁,他是一名出色的炮长,...",1,gender,
在东侧的窑洞口内，发现一条被撕烂的女式内裤。,0,gender,
刘胜的魁伟的英雄影像，活现在陈坚的眼前。,1,gender,
妈妈还跟老黄牛一样心地善良，有耐心。,1,gender,
因从未误班误点，他被用户亲切地称为“活时钟”。,1,gender,
五姑备了一席精致酒筵，亲向张无忌道谢，请了詹春作陪。五姑容色虽仍憔悴，但俏丽,0,gender,
她回答的时候，她尽可能发出柔弱娇媚的声音，使她自己听了，也感到人生还有趣的。,0,gender,
据有关资料统计，在抑郁症患者中，有65%都是女性。之所以会有如此高的比率，是和女性的生理和心理有着紧密的联系。和男性相比，女性普遍更多愁善感，性格柔弱，缺少自信，这些女性特质，在一定程度上成为抑郁症发病的根源和诱发因素。,0,gender,
监控显示男子很自然，而且不断地抬胳膊看手表，看上去很着急的样子，而且强调“如果不是为了孩子，我都不会张这个嘴”。,1,gender,
其间，杨某不仅扮演男友的角色，还扮演网站客服的角色。,1,gender,
帅气硬朗的外表加上稳定傲人的成绩，短道男神位出道，实至名归！,0,gender,
那女娃娃还是单身，一直呆在山里，哪找得到对象呀。,0,gender,
我妈妈一蹬鞋站了起来，抢在我爸爸前面说：贺书记是来兴师问罪的？她嗓音中带着泼辣的笑声。到处都在说贺书记在写一本大作，文化馆的小会计都知道，贺一骑这回又要了不得了。我以为这回你一定信不过别人了，一定要亲自动笔了……,0,gender,
"通过持续学习提升,目前她已成为所在企业级别最高的月嫂,每月收入18800元。",0,gender,
须达长者讨娶这一门媳妇，使一个和乐的家庭，不时发生无谓的纠纷，纠纷的原因，都是为了玉耶不能善尽妇道，没有女子贤淑的德行。,0,gender,
男装已经超过400个品类，占据了重要位置。,1,gender,
"日清晨7点半左右,历城区开源路口桥下,一男子掉入桥下排污管道口处,幸好未受伤。",1,gender,
每个脑瘫患儿的妈妈都像一个苦行僧，带孩子走在康复的路上，历经九九八十一难，才能取得真经。,0,gender,
记者注意到，本次拍卖的500件女装，每一件拍品均有人参与竞价，最终有3件以超过100元的价格成交。,1,gender,
"最近温差大,孩子有点感冒,我怕她晚上睡觉再着凉,就开了空调。",1,gender,
可能是在河水中待了太长的时间，女子瑟瑟发抖、浑身无力，即使在严兵兵和桥上闵天宇的合力帮助下也依然无法上岸。,0,gender,
姐姐家里有很多我的照片，也给我讲了很多小时候的事。,1,gender,
他择女友的标准是既要漂亮又要有才干，但首先是温顺。,0,gender,
"她见我们一脸疑惑,就神神秘秘地小声说,这里可是富人区,哪家都存个几百万元呢。",1,gender,
我们走进一家冻品店时，女老板正在穿羊肉串。,1,gender,
有一次乘车，看到公交司机为推婴儿车的妈妈停车让行，看到这和谐的一幕感觉心都被融化了。,0,gender,
我爷爷是一个老实忠厚的农民，一生没有进过学堂门，大字不识一个，却对书和读书人格外尊重。,1,gender,
那年月，面对清汤寡水的苦日子，我们村里的女人们却给自家剪出了美好的生活。,0,gender,
秀的容貌。源氏向皇后致谢：‘库蒙不弃，敢以陋质进见，请为结腰。但恐后世者，以此为例，意甚惶恐，敬申谢忱。”皇后答道：“我乃愚钝无知之人，实乃勉为此礼，却蒙如此盛誉，反觉于心不安。”她这般谦逊，仪态甚是娇媚动人。源氏见家中云聚这许多美人才女，欣慰不已，但想到明石夫人未能参加盛会，又甚感遗憾，源氏本拟派人前往邀她出席，又恐招人非议，只得作罢。六条院中所举办的仪式，即便平常小事，亦极隆盛奢华，何况着裳仪式。倘...,0,gender,
吃着妈妈做的菜，我幸福地说：“哇，好好吃啊！,0,gender,
根据一项统计，目前中国内地奢侈品的市场价值约为２０亿美元，占全球奢侈品销售总额（６５０亿美元）的３％左右。未来的１０年里，中国人很有可能取代日本人，成为推动奢侈品行业的最大力量。对于已经过了鼎盛时期的全球奢侈品行业来说，在未来的岁月里，中国市场无疑是他们的最大希望。不过，对于那些花费两个月工资为自己捧场的年轻女性，缪奇娅的态度似乎有些保留，或许，她更反感的是人们对于价值的单纯定义。,0,gender,
与唐涛相比，妹妹唐澜性格更加活泼，文学道路也更有戏剧色彩。妈妈要过生日了，正在上初三的唐澜羞答答地捧出了一本小日记本，以一首小诗作为献给妈妈的生日礼物。在教中文的父亲、教汉语的母亲和学中文的姐姐眼中，这首小诗似乎还很稚嫩，但诗中奇特的想象和不同寻常的比喻却让父亲看到了女儿的潜质。此后，全家便不定期...,0,gender,
“那人好粗鲁，我一时急了才那么叫的。”,1,gender,
现在，执委会的工作也让他感受到这种激情。,1,gender,
我跟孩子妈妈天天在医院照顾，基本没什么收入，不然也不至于让老人到街上卖小米。,1,gender,
自此源氏公子足不出户，不再猪艳寻奇，过起恬淡悠闲的生活。有时不免敢于沉思，又觉无甚趣味。紫姬已届待嫁之年，出落得丰腴圆润，轻盈切娜，引起源氏公子无限遗思，曾数次言语挑逗，但紫姬却慨然不觉。公子无奈，只得隐忍，天天陪紫姬下棋，或作猜字游戏，以打发时日。于小小游戏里，足可显出紫姬心灵手巧，娇媚的品性来。过去若干年，只当她是个...,0,gender,
李敖：女人可爱的地方不在真、不在善、不在美。真正够水准的女人，她聪明、柔美，清秀、妩媚、努力、有深度、善解人意、体贴自己心爱的人。她的可爱，毫不属于“新女性”那种嚣张型，但她的好条件，也不比她们少，只是有些条件是隐性的、蜜蜜柔柔的、浅出谈人的，但空谷幽兰，不容易被发现而已。,0,gender,
确实不愧家传，吃起来就是比别的摊 点好。在我们那儿是小有名气的。总之，村里在静悄悄地变，人人都在急火火的忙，惟有八 舅家好象还停留在原地，还保持着以往的节奏。到他那儿大抵是些上了岁数之人。这些人大 都老实巴交，一般只带着耳朵，只有唯唯喏喏的份，而八舅大抵也是看不上这些人的。没龙 了有蛇也可，虽有朋自近处来，亦可乐也；人老，害怕孤独，喜欢热闹，八舅还是心满意足 的。,1,gender,
父亲说城里的房子冬天有暖气，夏天有空调，我只要好好学习，考上了学就可以到城里去过好日子。,1,gender,
其一，坦然从商。做商人就是做商人，没有什么遮遮掩掩、羞羞答答的。这种心态，在我们中国长久未能普及。士、农、工、商，是人们心目中的社会定位序列，商人处于末位，虽不无钱财却地位卑贱，与仕途官场几乎绝缘。为此，许多人即便做了商人也竭力打扮成“儒商”，发了财则急忙办学，...,1,gender,
到坡心屯得爬个70°的大陡坡，女老师不敢开车上去，只能步行近一个小时的山路。,1,gender,
思嘉因为讨厌驻军穿的笔挺的淡蓝军装，就特别喜欢怠慢他们，因为她这种态度实在使他们和驻军的家属都要感到惊愕的，因为她们大都是文质彬彬有教养的人，她们在这怀有敌意的异乡感到很孤独，盼着回到北方去，而且为不得不维护那个无赖的统治而感到有些惭愧。这些人肯定比和思嘉来往的那些人强。驻军军官的太太们看着活跃的巴特勒太太竟然把红头发的丑陋的布里...,0,gender,
这件事被当时在他家当长工的那个老实巴交的汉子知道了，他非常气愤，为了怜惜咱们，他每次从地主家打出饭来，自己欠着肚子，偷偷地拿给我们吃，还说稍微太平些，护送咱们回家去。,0,gender,
我心想这可不行，爸爸烟不够就会自己买，自己买了就会忍不住，怎么办呢？,0,gender,
王东岳：对，对。所以你在生物史上也表达吧？！就是越高级的物种，能力越强的物种死灭速度越快，两者呈反比函数关系。回到老子的话题上讲，看老子。老子一方面讲道，他归结了两个字——柔弱。他把这个柔弱这个问题，他讲到了，但是他说不清。他一会赞赏柔弱，一会又批评柔弱，但他至少发现了柔弱。更重要的是，老子了不起的地方就是当他讲德的时候，恰恰讲到无为这个问题，就讲到了能力这个问题。他讲你能力高是一个很危险的指标，你能力越高，你对你的生存危机越大 以老子就跟你讲，你要无为。为什么呢？因为你...,1,gender,
但是对于一个人而言，他还有更重要的东西需要明确：我为什么在这个世界上，我是谁，我应该怎么活在这个世界上，我该如何让自己的生命活得更精彩。,1,gender,
不管自己感觉多么下贱，情绪多么低落，一条两百磅的大狗像只兔子那样坐在面前，总可以让他觉得非常有趣。,1,gender,
由于工作忙碌或是需要时常出差，很多职场女性很难做到一日三餐饮食的合理搭配。,0,gender,
是仁之大者、勇之大者，大智使自己不胡涂不昏乱，清楚判断怎样做最好、怎样做最明智的决定与选择：大仁使目自己有一种宗教的、信徒的心怀 ---- 悲悯的、殉道的、有信心的、不求回报的、自我牺牲的、默然无语或慷慨陈词的——“诚于中而形于外”；大勇使自己以果决的、刚毅的、不婆婆妈妈的、不拖泥带水的、快刀斩乱麻的霹雳手段，去把大智大仁的结论，立刻实行。,1,gender,
国庆是一个把自己安排得十分妥当的孩子，他总是穿得干干净净，口袋里放一块叠得方方正正的小手帕。我们站成一队上体育课时，他常常矜持地摸出手帕擦一下嘴。他那老练的动作，让鼻涕挂在胸前的我看到发呆。而且他像个医生那样拥有自己的药箱，那是一个小小的纸板盒，里面整齐地放着五个药瓶。他将药瓶拿出来向我介绍里面的药片治各类疾病时，这个八岁的孩...,1,gender,
其中，一名四川籍女子被坑得最惨，为了购买演唱会的票，被“退款截图”忽悠，多次给对方转账，44000余元打了水漂。,1,gender,
网友们纷纷感慨，“这真的是最强男团组合了”！,1,gender,
在郑大，一位接受过隐形资助的医学院女生让人印象深刻。,1,gender,
他舍小家、顾大家，全身心投入工作，热心帮扶群众，清正廉洁，拒礼拒贿数万元，树立了人民警察良好形象。,0,gender,
据此前报道，9岁男童被殴致死的视频传开后，部分网友质疑围观者的冷漠。,1,gender,
有的是钱，但从不妖娆；,1,gender,
"她踏实工作,讲党性、重品行,完成馆内重大礼仪接待近千场,多次在全国专业演讲、讲解比赛中获奖。",0,gender,
经过样本比对，检验结果证实该无名男尸就是董某。,1,gender,
"是因不甘忍受犹太人受人歧视和迫害而进行反抗和与父亲一齐逃跑而被捕的,这又不能不将小说主题向反法西斯上思考与引申.小说在主要人物父亲(德克盖尔)形象上着墨是不多的,采用的是间接的描写和白描的手法、笔调简练而意蕴深沉.他经常是呆坐着,不苟言笑,少言寡语,简直是麻木窝囊.这种带有奴才气息的性格的形成,恐怕也离不开那么一个时代背景和克罗一弗克雷旅馆的氛围.倘能理解父亲脾性的形成原委,实际上也就解答了儿子头脑中...",0,gender,
保持家中卫生清洁干净，衣物特别是妈妈和宝宝常用的必需品应做到摆放整齐，方便获取和使用。,0,gender,
他想了想，笑着露出一排洁白的牙齿：“很多事，你不想反而能够实现，这就是缘分吧”。,1,gender,
